;; -*- coding: utf-8 -*--
a-bi-guo-min-yin-hang 阿比国民银行
yin-zhi-xu-qiu 引致需求
ying-bang-ke-zhuan-rang-zeng-xi-zheng-fu-zheng-quan 英镑可转让增息政府证券
ying-bang-qu 英镑区
ying-bang-wei-ji 英镑危机
ying-bang-zheng-quan 英镑证券
ying-cheng-nuo 应承诺
ying-da-zheng-quan 英大证券
ying-dai-kuan 硬贷款
ying-dang-qing-chu 应当清楚
ying-dang-que-bao 应当确保
ying-dang-tong-guo 应当通过
ying-dang-you 应当由
ying-dang-zhen-shi 应当真实
ying-fei-yong 硬费用
ying-gai-bao-kuo 应该包括
ying-gai-cheng-dan 应该承担
ying-ge-lan-yin-hang 英格兰银行
ying-guo-jin-rong-shi-bao 英国金融时报
ying-hua-yin-hang 樱花银行
ying-huo-bi 硬货币
ying-huo-chong 萤火虫
ying-ji-dai-kuan 应急贷款
ying-ji-fu-zhai 应计负债
ying-ji-ji 应积极
ying-ji-li-xi 应计利息
ying-ji-shou-ru 应计收入
ying-jin-kuai 应尽快
ying-kui-ping-heng 盈亏平衡
ying-kui-ping-heng-dian 盈亏平衡点
ying-kui-zi-fu 盈亏自负
ying-li-neng-li 盈利能力
ying-li-qu-dao 盈利渠道
ying-li-yu-jing 盈利预警
ying-li-zeng-zhang-lv 盈利增长率
ying-li-zu-zhi 盈利组织
ying-lv-xing 应履行
ying-qu-bie-dui-dai 应区别对待
ying-shi-jing-jia 英式竞价
ying-shi-tou-zi 应时投资
ying-shou-zhang-kuan 应收账款
ying-shou-zhang-kuan-bi-li 应收账款比例
ying-shui-yi-chan 应税遗产
ying-shui-zeng-yu-cai-chan 应税赠予财产
ying-tong-huo 硬通货
ying-tui-hai 应退还
ying-wen-dan-ci 英文单词
ying-wen-suo-xie 英文缩写
ying-xiang-bu-da 影响不大
ying-xiang-jing-ji 影响经济
ying-xiang-jing-ji-fa-zhan 影响经济发展
ying-xiang-shi-chang 影响市场
ying-xiang-shou-yi 影响收益
ying-xiao-bu 营销部
ying-xiao-fang-shi 营销方式
ying-xiao-ji-hua 营销计划
ying-xiao-jing-li 营销经理
ying-xiao-ren-yuan 营销人员
ying-xiao-shou-duan 营销手段
ying-xiao-zhan-lue 营销战略
ying-xing-zhi-biao 硬性指标
ying-ye-da-ting 营业大厅
ying-ye-ji-gou 营业机构
ying-ye-mian-ji 营业面积
ying-ye-ri 营业日
ying-ye-wang-dian 营业网点
ying-ye-zhi-zhao 营业执照
ying-yong-qian-jing 应用前景
ying-yu-suo-de 盈余所得
ying-yun-zi-ben 营运资本
ying-zhi-biao 硬指标
ying-zi-shi-chang 影子市场
yong-an-qi-huo 永安期货
yong-heng-yin-hang 永亨银行
yong-hua-gu-piao-tou-zi 勇华股票投资
yong-hua-gu-piao-tou-zi-wang 勇华股票投资网
yong-jiao-tou-piao 用脚投票
yong-jin-jing-ji-ren 佣金经纪人
yong-jin-shou-ru 佣金收入
yong-jin-shui-ping 佣金水平
yong-jiu-zhai-quan 永久债券
yong-lai-gou-mai 用来购买
yong-yi-heng-liang 用以衡量
yong-you-guo-nei 拥有国内
yong-you-yi-zhi 拥有一支
yong-yu-biao-ming 用于表明
yong-yu-huan-kuan 用于还款
yong-yu-miao-shu 用于描述
yong-yu-tou-zi 用于投资
yong-yue-ru-chang 踊跃入场
you-bang-hong-li 友邦红利
you-bang-hua-tai 友邦华泰
you-bang-hua-tai-ji-jin-guan-li-you-xian-gong-si 友邦华泰基金管理有限公司
you-bao-hu-zheng-quan 有保护证券
you-bi-ka 邮币卡
you-bu-zhang-yao-qiu 有补涨要求
you-chang-zhuan-rang 有偿转让
you-cheng-wei 又称为
you-chuang-xin-gao 又创新高
you-ci-er-yan 由此而言
you-dai-pi-zhun-he-tong 有待批准合同
you-dan-bao-shou-ru-he-tong 有担保收入合同
you-dan-bao-xin-tuo-piao-ju 有担保信托票据
you-dan-bao-xin-tuo-zhai-quan 有担保信托债券
you-deng-gu-piao 优等股票
you-deng-piao-ju 优等票据
you-di-bu-de-qi-quan-mai-fang 有抵补的期权卖方
you-di-bu-de-yuan-qi-xiao-shou 有抵补的远期销售
you-duo 诱多
you-duo-shao-zi-chan 有多少资产
you-gu-min 有股民
you-gu-shi-tui-chu 由股市退出
you-guan-fu-ze-ren 有关负责人
you-guan-gui-ding 有关规定
you-guan-ze-ren-ren-yuan 有关责任人员
you-he-qu-bie 有何区别
you-he-zuo 有合作
you-he-zuo-qian-tu 有合作前途
you-hua-tou-zi 有华投资
you-hui-fu-kuan-tiao-jian 优惠付款条件
you-hui-li-lv 优惠利率
you-huo-mei-you 有或没有
you-ji-dui 游击队
you-ji-dui-cheng-xiao-tuan 游击队承销团
you-ji-hui-ying-qu 有机会赢取
you-ji-shen-bao 邮寄申报
you-jia-fei-zhang 油价飞涨
you-jia-shang-zhang 油价上涨
you-jia-wei 油价为
you-jia-zheng-quan 有价证券
you-jia-zheng-quan-hang-shi 有价证券行市
you-jia-zheng-quan-shi-wu 有价证券实物
you-jia-zheng-quan-zi-chan-zu-he 有价证券资产组合
you-jia-zhi 有价值
you-jian-fei-yong 邮件费用
you-jiang-ying-lai 又将迎来
you-jing-yan-de-tou-ji-zhe 有经验的投机者
you-ke-neng-fang-da 有可能放大
you-ke-neng-huo-de 有可能获得
you-kong 诱空
you-li-li-cai-wang 优利理财网
you-li-yu-tui-dong 有利于推动
you-liang-gu-piao 优良股票
you-liang-ping-zheng 优良凭证
you-niu-zhuan-xiong 由牛转熊
you-pao-mo 有泡沫
you-piao-jia-ge 邮票价格
you-qing-chu-ren-shi 有清楚认识
you-san-zhong 有三种
you-se-ban-kuai 有色板块
you-se-jin-shu-ban-kuai 有色金属板块
you-shi-di-wei 优势地位
you-shi-hang-ye 优势行业
you-suo-gai-guan 有所改观
you-suo-jia-da 有所加大
you-suo-ti-sheng 有所提升
you-suo-wei-suo 有所萎缩
you-suo-zhuan-hua 有所转化
you-suo-zou-ruan 有所走软
you-ta-yong 有他用
you-tan-chu-jia 诱探出价
you-te-se 有特色
you-tiao-jian-cheng-dui 有条件承兑
you-tiao-jian-shen-he-tong-guo 有条件审核通过
you-wang-cheng-wei 有望成为
you-wang-chi-xu 有望持续
you-wang-chu-tai 有望出台
you-wang-jia-kuai 有望加快
you-wang-tu-po 有望突破
you-wang-zai-ci 有望再次
you-wang-zai-du 有望再度
you-wang-zou-chu-kuai-su-la-sheng 有望走出快速拉升
you-xian-bao-jia 优先报价
you-xian-gong-si 有限公司
you-xian-gu 优先股
you-xian-jian-cha 有限检查
you-xian-pei-shou 优先配售
you-xian-qing-chang 优先清偿
you-xian-quan 优先权
you-xian-ren-gou-quan 优先认购权
you-xian-ren-gu-quan 优先认股权
you-xian-shen-ji 有限审计
you-xian-xiao-shou 优先销售
you-xian-ze-ren 有限责任
you-xian-zhai-quan 优先债券
you-xian-zhi-gu-piao 有限制股票
you-xiao-bao-zheng 有效保证
you-xiao-chong-ci 有效冲刺
you-xiao-dui-fu-qi 有效兑付期
you-xiao-fang-da 有效放大
you-xiao-gang-gan-bi-lv 有效杠杆比率
you-xiao-gong-ying 有效供应
you-xiao-qi 有效期
you-xiao-ru-chang-quan 有效入场券
you-xiao-shi-chang-jia-shuo 有效市场假说
you-xie-ban-kuai 有些板块
you-xie-gong-si 有些公司
you-xing-jia-zhi 有形价值
you-yan-gui-gu 有研硅股
you-yi-bo 又一波
you-yi-xiang 有意向
you-yin-hang-cheng-dan 由银行承担
you-you-gu-piao 悠悠股票
you-you-qi-quan 悠悠期权
you-yu-gu-jia 由于股价
you-yu-mu-qian 由于目前
you-zeng-zhang-qian-li 有增长潜力
you-zheng-chu-xu 邮政储蓄
you-zheng-chu-xu-yin-hang 邮政储蓄银行
you-zhi-dao-de-bu-dong-chan-di-ya-tou-zi 有指导的不动产抵押投资
you-zhi-fu-wu 优质服务
you-zhi-gong-si 优质公司
you-zhi-quan-shang 优质券商
you-zhi-zi-chan 优质资产
you-zi 游资
you-zi-ping-zheng 邮资凭证
you-zi-zhi 有资质
you-zu-ai 有阻碍
yu-ce-da-pan 预测大盘
yu-ce-shi-chang 预测市场
yu-ce-xian-shi 预测显示
yu-ding-dan 预定单
yu-ding-fa-xing-zong-e 预定发行总额
yu-ding-xian-jin-liu 预定现金流
yu-e-bao-xiao 余额包销
yu-e-cha-xun 余额查询
yu-e-jie-suan-ming-ling 余额结算命令
yu-e-tai-da 余额太大
yu-e-zhuan-ru 余额转入
yu-fu-kuan 预付款
yu-fu-yu-e 预付余额
yu-huo-bi-xiang-guan 与货币相关
yu-ji-da-pan 预计大盘
yu-ji-jin-nian 预计今年
yu-ji-kong-zhi-qi-jian 预计控制期间
yu-ji-nian-xiao-shou-e 预计年销售额
yu-ji-tou-ru 预计投入
yu-ji-wei-lai 预计未来
yu-ji-xia-qi 预计下期
yu-jiao-shui-kuan 预缴税款
yu-jing-ji-zhi 预警机制
yu-jing-ti-xi 预警体系
yu-jing-zhi-biao 预警指标
yu-kui-gong-gao 预亏公告
yu-mai-fang-ding-li 与买方订立
yu-mai-fang-ding-li 与卖方订立
yu-mi-qi-huo 玉米期货
yu-qi-li-run 预期利润
yu-qi-qian-yue 与其签约
yu-qi-wei-jiao-xiao 逾期未缴销
yu-qi-zhai-quan 预期债券
yu-qi-zhang-kuan 逾期账款
yu-qi-zhi 预期值
yu-she-mu-biao 预设目标
yu-shi-zhe 预示着
yu-shou-gou 欲收购
yu-shou-quan 预授权
yu-shou-zhang-kuan 预收账款
yu-shou-zhi-ling 预售指令
yu-suan-chi-zi 预算赤字
yu-suan-ji-ci 预算级次
yu-suan-shou-ru 预算收入
yu-suan-wan-cheng-qing-kuang 预算完成情况
yu-suan-you-xian 预算有限
yu-tou-zi 欲投资
yu-xian-chang-huan 预先偿还
yu-xian-cheng-gou 预先承购
yu-xian-ji-suan 预先计算
yu-xiao-gu-suan 预销估算
yu-yi-he-shi 予以核实
yu-yin-hang 与银行
yu-yuan-jian-yi-zhi 与原件一致
yu-zhi-fang-shi 预支方式
yu-zhi-xiang-qing 欲知详情
yuan-da-suan 原打算
yuan-da-tou 袁大头
yuan-dai-kuan 原贷款
yuan-dong-jing-ji-ping-lun 远东经济评论
yuan-gong-chi-gu-ji-hua 员工持股计划
yuan-gong-tui-xiu-shou-ru-bao-zheng-fa-ling 员工退休收入保证法令
yuan-gong-zhi-chu-zhang-hu 员工支出账户
yuan-gu-dong 原股东
yuan-hu-di 圆弧底
yuan-jian-li-cai 远见理财
yuan-kong-gu-gu-dong 原控股股东
yuan-li-gu-shi 远离股市
yuan-qi-hui-lv 远期汇率
yuan-qi-li-lv 远期利率
yuan-qi-lv 远期率
yuan-qi-sheng-shui 远期升水
yuan-qi-shi-chang 远期市场
yuan-qi-tie-shui 远期贴水
yuan-qi-wai-hui 远期外汇
yuan-shi-cheng-ben 原始成本
yuan-shi-fa-xing 原始发行
yuan-shi-ji-lei 原始积累
yuan-shi-ji-lei-jie-duan 原始积累阶段
yuan-shi-tou-zi 原始投资
yuan-wei-jie-shu 远未结束
yuan-yi-chi-you 愿意持有
yuan-yin-fu-za 原因复杂
yuan-yin-zai-yu 原因在于
yuan-you-gu-dong 原有股东
yuan-you-ji-chu 原有基础
yuan-you-qi-huo 原油期货
yuan-yuan-chao-guo 远远超过
yue-bao 月报
yue-bu-li 越不利
yue-ding-ri-qi 约定日期
yue-gong-fu-dan 月供负担
yue-huan-bi 月环比
yue-kui-sun 月亏损
yue-lai-yue-mei-di 越来越没底
yue-nei-zhi-ling 月内指令
yue-quan-mai-chu 越权卖出
yue-sheng-li-cai 越声理财
yue-shi-bu-li 越是不利
yue-xiao-yue-hao 越小越好
yue-xin 月薪
yun-hua-ren-gou 云化认购
yun-nan-bai-yao 云南白药
yun-nan-tong-ye 云南铜业
yun-niang-hui-gou 酝酿回购
yun-shu-dan-ju 运输单据
yun-tong-gong-si 运通公司
yun-tong-ka 运通卡
yun-tong-yin-hang 运通银行
yun-xing-tai-shi 运行态势
yun-xing-xiao-lv 运行效率
yun-xu-jiao-yi 允许交易
yun-xu-zhe-jiu-e 允许折旧额
yun-xuan-shi-chang 晕眩市场
yun-ying-bu 运营部
yun-ying-guan-li 运营管理
yun-ying-ping-tai 运营平台
yun-yong-qu-dao 运用渠道
yun-yu-zhe 孕育着
yun-zuo-cheng-gong 运作成功
za-pan 砸盘
za-xiang-zi-chan 杂项资产
za-zai-shou-li 砸在手里
za-zhi-she 杂志社
zai-chuang-li-shi-xin-gao 再创历史新高
zai-chuang-xin-di 再创新低
zai-chuang-xin-gao 再创新高
zai-ci-jia-xi 再次加息
zai-ci-shang-tiao 再次上调
zai-ci-xia-die 再次下跌
zai-ci-xuan-bu 再次宣布
zai-di-ya 再抵押
zai-du-die-po 再度跌破
zai-du-hui-luo 再度回落
zai-du-pan-sheng 再度攀升
zai-du-xia-tiao 再度下调
zai-du-xiao-fu 再度小幅
zai-du-zou-qiang 再度走强
zai-gu-jia 再估价
zai-rong-zi 再融资
zai-rong-zi-fang-an 再融资方案
zai-rong-zi-ji-hua 再融资计划
zai-sheng-neng-yuan 再生能源
zai-tie-xian 再贴现
zai-tou-zi 再投资
zai-tou-zi-shou-yi-lv 再投资收益率
zai-xian-di-liang 再现地量
zai-xian-gou-wu 在线购物
zai-xian-jie-pan 在线解盘
zai-xian-shang-cheng 在线商城
zai-xian-zi-xun 在线咨询
zai-xiao-shou-ren 再销售人
zan-cheng-piao 赞成票
zan-shi-wei-ding 暂时未定
zan-ting-he-jie-shu-wei-tuo 暂停和结束委托
zan-ting-zhang-hu 暂停账户
zan-ting-zhuan-rang 暂停转让
zan-xing-ban-fa 暂行办法
zan-yi-guan-wang-wei-yi 暂以观望为宜
zao-cheng-chong-ji 造成冲击
zao-pan-gao-kai 早盘高开
zao-qi-pai-dui 早起排队
zao-qi-suo-you-quan-di-ya-dai-kuan 早期所有权抵押贷款
zao-shou-zhong-chuang 遭受重创
zao-yu-han-bing 遭遇寒冰
ze-biao-shi 则表示
ze-ji-di-xi 择机低吸
ze-ling-xian-gai 责令限改
ze-ren-ren 责任人
ze-ren-zhai-quan 责任债券
ze-shi-gen-ju 则是根据
ze-you-chu-qing 择优出清
ze-you-xuan-gu 择优选股
zen-yang-ying-li 怎样盈利
zeng-fa 增发
zeng-fa-gu-piao 增发股票
zeng-fa-xiang-mu 增发项目
zeng-jia-cun-kuan 增加存款
zeng-jia-qu-shi 增加趋势
zeng-jia-shou-yi 增加收益
zeng-jia-shui-shou 增加税收
zeng-jia-ying-ye-e 增加营业额
zeng-jia-zi-jin 增加资金
zeng-liang-zi-jin-cheng-ben 增量资金成本
zeng-qiang-jing-zheng-li 增强竞争力
zeng-shi-ming-xian 增势明显
zeng-su-jian-huan 增速减缓
zeng-yu-ji-jin 赠与基金
zeng-zhang-he-shou-ru 增长和收入
zeng-zhang-jiao-kuai 增长较快
zeng-zhang-lv 增长率
zeng-zhang-qian-li 增长潜力
zeng-zhang-quan-yi-zhu-fang-di-ya-dai-kuan 增长权益住房抵押贷款
zeng-zhang-shui-ping 增长水平
zeng-zhang-su-du 增长速度
zeng-zhang-tai-shi 增长态势
zeng-zhang-xun-su 增长迅速
zeng-zhang-zhi 增长值
zeng-zhi 增值
zeng-zhi-kong-jian 增值空间
zeng-zhi-qian-jing 增值前景
zeng-zhi-qian-li 增值潜力
zeng-zhi-shui 增值税
zeng-zhi-shui-fa-piao 增值税发票
zeng-zhi-shui-na-shui-ren 增值税纳税人
zeng-zhi-shui-pu-tong-fa-piao 增值税普通发票
zeng-zhi-zhang-hu 增值账户
zeng-zi 增资
zeng-zi-e 增资额
zeng-zi-gai-zhi 增资改制
zha-da-yin-hang 渣打银行
zha-shi-tui-jin 扎实推进
zhai-fu-bo-dong 窄幅波动
zhai-fu-pan-zheng 窄幅盘整
zhai-fu-tiao-zheng 窄幅调整
zhai-fu-zhen-dang 窄幅振荡
zhai-fu-zhen-dang-zheng-li 窄幅震荡整理
zhai-kuan-hui-shou 债款回收
zhai-pai 摘牌
zhai-quan-bao 债券宝
zhai-quan-bao-jia 债券报价
zhai-quan-ben-jin 债券本金
zhai-quan-bi-li 债券比例
zhai-quan-bi-lv 债权比率
zhai-quan-cheng-xiao 债券承销
zhai-quan-chi-you-ren 债券持有人
zhai-quan-deng-zhi-shou-yi-lv 债券等值收益率
zhai-quan-fa-xing 债券发行
zhai-quan-fen-duan 债券分段
zhai-quan-gai-yao 债券概要
zhai-quan-gong-si 债券公司
zhai-quan-gou-mai-zhe 债券购买者
zhai-quan-gou-mai-zhe-zhi-shu 债券购买者指数
zhai-quan-gu-piao 债券股票
zhai-quan-hong-li 债券红利
zhai-quan-hu-huan 债券互换
zhai-quan-huo-bi-hua 债券货币化
zhai-quan-ji-jin 债券基金
zhai-quan-jia-zhi 债券价值
zhai-quan-jiao-yi 债券交易
zhai-quan-lan-jia 债券滥价
zhai-quan-li-xi 债券利息
zhai-quan-li-xi-bi-shui 债券利息避税
zhai-quan-lie-biao 债券列表
zhai-quan-mai-ru-qi-quan 债券买入期权
zhai-quan-ping-ji 债券评级
zhai-quan-quan-yi-hu-huan 债券权益互换
zhai-quan-ren 债权人
zhai-quan-ren-wei-yuan-hui 债权人委员会
zhai-quan-rong-zi 债券融资
zhai-quan-rong-zi 债权融资
zhai-quan-shi-chang 债券市场
zhai-quan-shou-quan-shu 债券授权书
zhai-quan-shou-yi 债券收益
zhai-quan-tou-zi 债券投资
zhai-quan-tou-zi-pin-zhong 债券投资品种
zhai-quan-xian-e 债券限额
zhai-quan-xing-tou-zi-zu-he 债券型投资组合
zhai-quan-zhe-jia 债券折价
zhai-quan-zheng-quan 债券证券
zhai-quan-zhong-lei 债券种类
zhai-quan-zhui-chang 债权追偿
zhai-shi 债市
zhai-wu-bi-lv 债务比率
zhai-wu-gong-ju 债务工具
zhai-wu-he-jie 债务和解
zhai-wu-li-xi 债务利息
zhai-wu-ping-zheng 债务凭证
zhai-wu-qi-yue 债务契约
zhai-wu-qing-chang 债务清偿
zhai-wu-quan-yi-bi-lv 债务权益比率
zhai-wu-quan-yi-hu-huan 债务权益互换
zhai-wu-ren 债务人
zhai-wu-rong-zi 债务融资
zhai-wu-tiao-kuan 债务条款
zhai-wu-wei-ji 债务危机
zhan-cang 斩仓
zhan-heng-li-cai 展恒理财
zhan-huo 斩获
zhan-jing-zhi-bi-li 占净值比例
zhan-kai-fan-tan 展开反弹
zhan-kai-jing-zheng 展开竞争
zhan-lue-fa-zhan 战略发展
zhan-lue-fang-xiang 战略方向
zhan-lue-gui-hua 战略规划
zhan-lue-he-gui-hua 战略和规划
zhan-lue-he-zuo 战略合作
zhan-lue-jia 战略家
zhan-lue-jue-ce 战略决策
zhan-lue-tou-zi-zhe 战略投资者
zhan-lue-xing-jian-cang 战略性建仓
zhan-lue-xing-tou-zi 战略性投资
zhan-lue-yi-yi 战略意义
zhan-mu-si-bang-de 詹姆斯邦德
zhan-qi-hu-huan 展期互换
zhan-shi-chan-wu 战时产物
zhang-cheng-xiao-fei-zeng-zhi 长成消费增值
zhang-dan-di-zhi 账单地址
zhang-dan-fen-qi 账单分期
zhang-dan-ming-xi 账单明细
zhang-dan-ri 账单日
zhang-die-fu 涨跌幅
zhang-die-hu-xian 涨跌互现
zhang-die-ting-ban 涨跌停板
zhang-fu-bu-tong 涨幅不同
zhang-fu-chao-guo 涨幅超过
zhang-fu-di-yi 涨幅第一
zhang-fu-di-yu 涨幅低于
zhang-fu-gao-da 涨幅高达
zhang-fu-jiao-da 涨幅较大
zhang-fu-jiao-xiao 涨幅较小
zhang-fu-ju-qian 涨幅居前
zhang-fu-kao-qian 涨幅靠前
zhang-fu-pai-hang 涨幅排行
zhang-fu-qu-huan 涨幅趋缓
zhang-fu-tai-gao 涨幅太高
zhang-hen-duo 涨很多
zhang-hu-an-quan 账户安全
zhang-hu-biao 账户表
zhang-hu-fu-wu 账户服务
zhang-hu-guan-li-fei 账户管理费
zhang-hu-mi-ma 账户密码
zhang-hu-yu-e 账户余额
zhang-hu-zhi-xing-ren 账户执行人
zhang-hu-zi-liao 账户资料
zhang-jiang-gao-ke 张江高科
zhang-kuan-zhui-shou 账款追收
zhang-ling-fen-xi 账龄分析
zhang-ling-fen-xi-fa 账龄分析法
zhang-ma 涨码
zhang-mian-jia-zhi 账面价值
zhang-mian-jing-zhi 账面净值
zhang-mian-sun-shi 账面损失
zhang-mian-xin-dai 账面信贷
zhang-mu-guan-li 账目管理
zhang-shang-ling-tong 掌上灵通
zhang-ting-ban 涨停板
zhang-ting-bao-shou 涨停报收
zhang-wai-cai-chan 账外财产
zhang-wai-gu-ding-zi-chan 账外固定资产
zhang-wai-jing-ying 账外经营
zhang-wu-guan-li 账务管理
zhao-biao-fa-xing 招标发行
zhao-biao-zhe 招标者
zhao-gu-jia-qu-jian 招股价区间
zhao-hang 招行
zhao-hang-ka 招行卡
zhao-ji-hui-yi 召集会议
zhao-kai-yi-ci 召开一次
zhao-mu-shuo-ming-shu 招募说明书
zhao-pin-zhu-li 招聘助理
zhao-qian-wang 找钱网
zhao-shang-an-ben-zeng-li 招商安本增利
zhao-shang-an-tai-gu-piao 招商安泰股票
zhao-shang-an-tai-ping-heng 招商安泰平衡
zhao-shang-ji-jin 招商基金
zhao-shang-ji-jin-guan-li-you-xian-gong-si 招商基金管理有限公司
zhao-shang-yin-hang 招商银行
zhao-shang-yin-zi 招商引资
zhao-shang-zheng-quan 招商证券
zhao-shi-jia 照市价
zhao-yang-chan-ye 朝阳产业
zhe-bi-qian 这笔钱
zhe-ci-wei-ji 这次危机
zhe-jia 折价
zhe-jia-chu-shou 折价出售
zhe-jia-fa-xing 折价发行
zhe-jia-jiao-yi 折价交易
zhe-jia-lv 折价率
zhe-jia-piao-ju 折价票据
zhe-jia-zhai-quan 折价债券
zhe-jiang-fu-yang 浙江富阳
zhe-jiang-jin-rong-wang 浙江金融网
zhe-jiang-li-cai-wang 浙江理财网
zhe-jiang-li-jie 浙江利捷
zhe-jiang-shang-ye-yin-hang 浙江商业银行
zhe-jiu-fa 折旧法
zhe-jiu-hou-cheng-ben 折旧后成本
zhe-jiu-ji-jin 折旧基金
zhe-jiu-lv 折旧率
zhe-lei-ge-gu 这类个股
zhe-po-shi 这迫使
zhe-shang-yin-hang 浙商银行
zhe-suan-e 折算额
zhe-xian-jia-zhi 折现价值
zhe-xian-lv 折现率
zhe-xian-xian-jin-liu-liang 折现现金流量
zhe-xiang-he-zuo 这项合作
zhe-xie-ge-gu 这些个股
zhe-xie-gu-dong 这些股东
zhe-xie-xing-wei 这些行为
zhe-xie-yin-hang 这些银行
zhe-yi-bo-xia-die 这一波下跌
zhe-yi-cuo-wu 这一错误
zhe-yi-duan-shi-qi 这一段时期
zhe-yi-qu-shi 这一趋势
zhe-yi-shi-chang 这一市场
zhe-yi-wei-ji 这一危机
zhe-yi-zuo-fa 这一做法
zhe-you-li-yu 这有利于
zhe-you-zhu-yu 这有助于
zhe-zhi-gu-piao 这只股票
zhe-zhong-fang-shi 这种方式
zhe-zhong-he-zuo 这种合作
zhe-zhong-ze-ren 这种责任
zhe-zhong-zuo-fa 这种做法
zhei-li-yao 这里要
zhen-dang-chu-di 震荡触底
zhen-dang-pan-sheng 震荡盘升
zhen-dang-shou-gao 震荡收高
zhen-dang-xia-xing 震荡下行
zhen-dang-zheng-li 震荡整理
zhen-dui-yi-xie 针对一些
zhen-shi-cai-fu 真实财富
zhen-shi-li-lv 真实利率
zhen-xian-jie 针线街
zheng-ce-chu-tai 政策出台
zheng-ce-chuan-dao 政策传导
zheng-ce-fa-gui-ke 政策法规科
zheng-ce-gong-ju 政策工具
zheng-ce-han-yi 政策含义
zheng-ce-luo-shi 政策落实
zheng-ce-mian 政策面
zheng-ce-mu-biao 政策目标
zheng-ce-shou-jin 政策收紧
zheng-ce-tan-tao 政策探讨
zheng-ce-tao-lun 政策讨论
zheng-ce-xing-yin-hang 政策性银行
zheng-ce-xing-yin-su 政策性因素
zheng-chang-guo-hu 正常过户
zheng-chang-jiao-yi 正常交易
zheng-chang-shou-yi 正常收益
zheng-chang-tian-kai 正常填开
zheng-chang-xiao-fei 正常消费
zheng-chang-xing 正常性
zheng-chu-xian 正出现
zheng-dang-chi-piao-ren 正当持票人
zheng-fu-cai-gou 政府采购
zheng-fu-dai-li-zheng-quan 政府代理证券
zheng-fu-dan-bao 政府担保
zheng-fu-guo-min-di-ya-xie-hui 政府国民抵押协会
zheng-fu-ji-gou 政府机构
zheng-fu-ji-gou-zheng-quan 政府机构证券
zheng-fu-jin-rong-ji-gou 政府金融机构
zheng-fu-jiu-shi 政府救市
zheng-fu-long-duan 政府垄断
zheng-fu-shen-ji 政府审计
zheng-fu-yin-hang 政府银行
zheng-fu-zhai-quan 政府债券
zheng-gai-qi-jian 整改期间
zheng-ge-guo-cheng 整个过程
zheng-ge-shi-chang 整个市场
zheng-gu-jiao-yi 整股交易
zheng-gu-shi-jia 正股市价
zheng-guan-chu 征管处
zheng-guan-shui-ping 征管水平
zheng-guan-xi-tong 征管系统
zheng-guan-xiao-lv 征管效率
zheng-guan-xin-xi 征管信息
zheng-gui-wang-dian 正规网点
zheng-ji-kuan-xiang 征集款项
zheng-jian-chong-da 证件重打
zheng-jian-fa-fang 证件发放
zheng-jian-hao-ma 证件号码
zheng-jian-hui 证监会
zheng-jian-jiao-xiao 证件缴销
zheng-jian-ming-cheng 证件名称
zheng-quan-bao-guan-chu 证券保管处
zheng-quan-bao-xiao 证券包销
zheng-quan-bao-xiao-yin-tuan 证券包销银团
zheng-quan-bao-zheng-jin 证券保证金
zheng-quan-cheng-xiao 证券承销
zheng-quan-cong-ye-zi-ge 证券从业资格
zheng-quan-dai-fang-ren 证券贷放人
zheng-quan-dai-ma 证券代码
zheng-quan-dao-bao 证券导报
zheng-quan-dao-kan 证券导刊
zheng-quan-deng-ji-jie-suan-gong-si 证券登记结算公司
zheng-quan-deng-ji-xi-tong 证券登记系统
zheng-quan-di-yi 证券第一
zheng-quan-fa 证券法
zheng-quan-fen-xi-shi 证券分析师
zheng-quan-fu-wu-bu 证券服务部
