;; -*- coding: utf-8 -*--
a-bei-er-bian-huan 阿贝尔变换
xu-guan-sou-suo 序贯搜索
xu-guan-xi 序关系
xu-guan-yi-ma 序贯译码
xu-guan-zi-han-shu 序贯字函数
xu-han-shu 序函数
xu-ji-xian 序极限
xu-jia-she 虚假设
xu-jie-gou 序结构
xu-lie 序列
xu-lie-chou-yang-fa 序列抽样法
xu-lie-gu-ji 序列估计
xu-lie-kong-jian 序列空间
xu-lie-ruo-wan-bei 序列弱完备
xu-lie-shi-jin-kong-jian 序列式紧空间
xu-lie-wan-bei 序列完备
xu-lie-wan-bei-kong-jian 序列完备空间
xu-lie-xiang-guan-fang-fa 序列相关方法
xu-ping-mian 虚平面
xu-qiu 需求
xu-qiu-dui-ce 需求对策
xu-shou-lian-xing 序收敛性
xu-shu 虚数
xu-shu 序数
xu-shu-dan-wei 虚数单位
xu-shu-he 序数和
xu-shu-ji 序数积
xu-shu-ji-hao 序数记号
xu-shu-lei 序数类
xu-shu-lie 序数列
xu-shu-lun 序数论
xu-shu-mi 序数幂
xu-tong-gou 序同构
xu-tong-gou-qun 序同构群
xu-tong-gou-yu 序同构域
xu-tong-tai 序同态
xu-tong-tai-qun 序同态群
xu-tong-tai-suan-zi 序同态算子
xu-tong-tai-xiang 序同态象
xu-tuo-yuan-mian 虚椭圆面
xu-wei-yi 虚位移
xu-wu 虚物
xu-yu 序域
xu-yuan 虚圆
xu-zhou 虚轴
xuan-du 旋度
xuan-gua-dian 悬挂点
xuan-ju-mo-xing 选举模型
xuan-lian-mian 悬链面
xuan-lian-qu-mian 悬链曲面
xuan-lian-xian 悬链线
xuan-liang-biao-shi 旋量表示
xuan-liang-chang 旋量场
xuan-liang-fan 旋量范
xuan-liang-kuang 旋量狂
xuan-liang-qun 旋量群
xuan-lun-lei-qu-xian 旋轮类曲线
xuan-yan-ming-ti 选言命题
xuan-ze 选择
xuan-ze-gong-li 选择公里
xuan-ze-gong-li 选择公理
xuan-ze-guan-xi 选择关系
xuan-ze-han-shu 选择函数
xuan-ze-jian-yan 选择检验
xuan-zhuan 旋转
xuan-zhuan-fa 旋转法
xuan-zhuan-fang-xiang-fa 旋转方向法
xuan-zhuan-gong-shi 旋转公式
xuan-zhuan-jiao 旋转角
xuan-zhuan-ju-zhen 旋转矩阵
xuan-zhuan-mian 旋转面
xuan-zhuan-qu-mian 旋转曲面
xuan-zhuan-qun 旋转群
xuan-zhuan-she-ji 旋转设计
xuan-zhuan-shu 旋转数
xuan-zhuan-shuang-qu-mian 旋转双曲面
xuan-zhuan-ti 旋转体
xuan-zhuan-zhi-xiang 旋转指向
xuan-zhuan-zhong-xin 旋转中心
xuan-zhuan-zhou 旋转轴
xuan-zi 旋子
xuan-zi-qun 旋子群
xue-ding-e-fang-cheng 薛定谔方程
xue-sheng-fen-bu 学生分布
xue-sheng-hua-ti-chu-can-cha 学生化剔除残差
xue-shi 学时
xun-chang-duo-chong-dian 寻常多重点
xun-chang-qi-dian 寻常奇点
xun-chang-zhong-dian 寻常重点
xun-huan 循环
xun-huan-ban-qun 循环半群
xun-huan-bian-huan 循环变换
xun-huan-biao-shi 循环表示
xun-huan-bu-fen 循环部分
xun-huan-cha-ji 循环叉积
xun-huan-cha-ji-cheng-zi 循环差集乘子
xun-huan-chang-shu 循环常数
xun-huan-ci-xu 循环次序
xun-huan-dai-shu 循环代数
xun-huan-dan-yuan-ban-qun 循环单元半群
xun-huan-ding-li 循环定理
xun-huan-dui-chen 循环对称
xun-huan-dui-chen-dui-ce 循环对称对策
xun-huan-duo-xiang-shi 循环多项式
xun-huan-fa 循环法
xun-huan-fang-cheng 循环方程
xun-huan-hang-lie-shi 循环行列式
xun-huan-ji-shu 循环级数
xun-huan-jiao-yan 循环校验
xun-huan-jin-wei 循环进位
xun-huan-kuo-zhang 循环扩张
xun-huan-lian-fen-shu 循环连分数
xun-huan-liu 循环流
xun-huan-lun-fa 循环论法
xun-huan-ma 循环码
xun-huan-ma-er-ke-fu-lian 循环马尔可夫链
xun-huan-ma-zu 循环码组
xun-huan-mo 循环模
xun-huan-ni-cha-ji 循环拟差集
xun-huan-pai-dui 循环排队
xun-huan-pai-lie 循环排列
xun-huan-qun 循环群
xun-huan-tu 循环图
xun-huan-xiang-guan 循环相关
xun-huan-xiao-shu 循环小数
xun-huan-ya-ke-bi-fa 循环雅可比法
xun-huan-yin-zi-zu 循环因子组
xun-huan-yu 循环域
xun-huan-zi-qun 循环子群
xun-huan-zuo-biao 循环座标
ya-a-bei-er-qun 亚阿贝尔群
ya-chun-han-shu 亚纯函数
ya-chun-han-shu-yuan-su 亚纯函数元素
ya-chun-qu-xian 亚纯曲线
ya-chun-wei-fen 亚纯微分
ya-chun-ying-she 亚纯映射
ya-chun-yu 亚纯域
ya-dang-si 亚当斯
ya-di-han-shu 亚低函数
ya-ding-zu 亚定组
ya-fu-sen-gen-ji 雅讣森根基
ya-ge-bu-sen 雅各布森
ya-ge-bu-sen-gen 雅各布森根
ya-han-shu 亚函数
ya-jiao-huan-qun 亚交换群
ya-jin-kong-jian 亚紧空间
ya-ke-bi 雅可比
ya-ke-bi-biao-zhun-xing 雅可比标准型
ya-ke-bi-chang 雅可比场
ya-ke-bi-cu 雅可比簇
ya-ke-bi-die-dai 雅可比迭代
ya-ke-bi-duo-xiang-shi 雅可比多项式
ya-ke-bi-fa 雅可比法
ya-ke-bi-fang-cheng 雅可比方程
ya-ke-bi-fang-cheng-zu 雅可比方程组
ya-ke-bi-fu-hao 雅可比符号
ya-ke-bi-hang-lie-shi 雅可比行列式
ya-ke-bi-hang-lie-shi-jie 雅可比行列式解
ya-ke-bi-heng-deng-shi 雅可比恒等式
ya-ke-bi-ju-zhen 雅可比矩阵
ya-ke-bi-kuo-hao 雅可比括号
ya-ke-bi-qu-xian 雅可比曲线
ya-ke-bi-tuo-yuan-han-shu 雅可比椭圆函数
ya-ke-bi-wei-fen-fang-cheng 雅可比微分方程
ya-ke-bi-xu-shu-bian-huan 雅可比虚数变换
ya-ke-bi-zhun-ze 雅可比准则
ya-li 压力
ya-li-han-shu 亚里函数
ya-li-ji-fen 亚里积分
ya-li-shan-da-dui-ou 亚历山大对偶
ya-li-shan-da-duo-xiang-shi 亚历山大多项式
ya-li-shan-da-zhen 亚历山大阵
ya-li-si-duo-de-luo-ji-xue 亚里斯多德逻辑学
ya-li-zhong-xin 压力中心
ya-song-chi 亚松弛
ya-suo 压缩
ya-suo-ban-qun 压缩半群
ya-suo-lv 压缩率
ya-suo-ying-she 压缩映射
ya-suo-ying-she-yuan-li 压缩映射原理
ya-tiao-he-han-shu 亚调和函数
ya-tuo-yuan-suan-zi 亚椭圆算子
ya-xuan-ze-gong-li 亚选择公理
ya-xun-huan-fang-cheng 亚循环方程
ya-xun-huan-qun 亚循环群
ya-zheng-gui-suan-zi 亚正规算子
ya-zhi-biao 哑指标
yan-chi 延迟
yan-chi-can-shu 延迟参数
yan-chi-shi-jian 延迟时间
yan-ge-ao-han-shu 严格凹函数
yan-ge-bao-xu-xing 严格保序性
yan-ge-bian-li 严格遍历
yan-ge-bu-deng-shi 严格不等式
yan-ge-dan-dang-she 严格单党射
yan-ge-dan-diao-lie 严格单凋列
yan-ge-dao-shu 严格导数
yan-ge-di-jian 严格递减
yan-ge-di-zeng 严格递增
yan-ge-di-zeng-ying-she 严格递增映射
yan-ge-dui-jiao-you-shi 严格对角优势
yan-ge-fu-fan-xian-xing-kong-jian 严格赋范线性空间
yan-ge-gui-na-ji-xian 严格归纳极限
yan-ge-ji-da-dian 严格极大点
yan-ge-ji-xiao 严格极小
yan-ge-ji-xiao-dian 严格极小点
yan-ge-ji-zhi 严格极值
yan-ge-jiao-xi-tuo-pu 严格较细拓扑
yan-ge-jie 严格解
yan-ge-man-she 严格满射
yan-ge-ni-tu-han-shu 严格拟凸函数
yan-ge-pian-ai 严格偏爱
yan-ge-shang-jie 严格上界
yan-ge-shang-san-jiao-ju-zhen 严格上三角矩阵
yan-ge-she 严格射
yan-ge-shuang-qu-xing 严格双曲性
yan-ge-tu 严格凸
yan-ge-tu-han-shu 严格凸函数
yan-ge-tu-kong-jian 严格凸空间
yan-ge-tu-xing 严格凸性
yan-ge-wu-cha-xian 严格误差限
yan-ge-xia-san-jiao-ju-zhen 严格下三角矩阵
yan-ge-ya-tuo-yuan 严格亚椭圆
yan-ge-you-ce-lue 严格优策略
yan-ge-yun-han 严格蕴涵
yan-ge-zheng-ce-du 严格正测度
yan-hua-suan-fu 演化算符
yan-mo-suan-fu 湮没算符
yan-she 衍射
yan-she-jiao 衍射角
yan-suan 验算
yan-suan 演算
yan-tuo 延拓
yan-yi 演绎
yan-yi-ding-lv 演绎定律
yan-yi-fa 演绎法
yan-yi-zheng-ming 演绎证明
yan-zheng 验证
yan-zhi 延滞
yan-zhi-fang-cheng 延滞方程
yang-ben 样本
yang-ben-bian-liang 样本变量
yang-ben-bian-yi-xi-shu 样本变异系数
yang-ben-biao-zhun-cha 样本标准差
yang-ben-da-xiao 样本大小
yang-ben-dian 样本点
yang-ben-dian 样本甸
yang-ben-fang-cha 样本方差
yang-ben-fen-bu 样本分布
yang-ben-fen-wei-shu 样本分位数
yang-ben-ge-shu 样本个数
yang-ben-guang-yi-fang-cha 样本广义方差
yang-ben-han-shu 样本函数
yang-ben-ju 样本矩
yang-ben-jun-zhi 样本均值
yang-ben-kong-jian 样本空间
yang-ben-lian-xu 样本连续
yang-ben-liang 样本量
yang-ben-pian-xiang-guan-xi-shu 样本偏相关系数
yang-ben-ping-jun-shu 样本平均数
yang-ben-rong-liang 样本容量
yang-ben-xiang-guan-xi-shu 样本相关系数
yang-ben-xiang-guan-zhen 样本相关阵
yang-ben-xie-fang-cha 样本协方差
yang-ben-xie-fang-cha-zhen 样本协方差阵
yang-ben-zhi 样本值
yang-ben-zhong-xin-ju 样本中心矩
yang-ce-du 鞅测度
yang-cha 鞅差
yang-dui-chen-hua-zi 扬对称化子
yang-hui-san-jiao-xing 杨辉三角形
yang-jiao 仰角
yang-miu 佯谬
yang-shi-bian-huan 杨氏变换
yang-shi-tu 杨氏图
yang-tiao 样条
yang-tiao-bi-jin 样条逼近
yang-tiao-cha-zhi 样条插值
yang-tiao-han-shu 样条函数
yang-tiao-hui-gui 样条回归
yang-tiao-nei-cha 样条内插
yang-tiao-ni-he 样条拟合
yang-tiao-yuan 样条元
yang-tu-xing 扬图形
yang-wen-ti 鞅问题
yao-ban-qun 幺半群
yao-ju-zhen 幺矩阵
yao-kong 摇控
yao-mo 幺模
yao-mo-ju-zhen 幺模矩阵
yao-mo-qun 幺模群
yao-mo-ying-she 幺模映射
yao-mo-you-jie-han-shu 幺模有界函数
yao-mo-zhen 幺模阵
yao-ni-qun 幺拟群
yao-zheng 幺正
yao-zheng-bian-huan 幺正变换
yao-zheng-ji 幺正基
yao-zheng-suan-fu 幺正算符
ye-shu 叶数
ye-wu-xian 曳物线
ye-xing-xian 叶形线
ye-zhuang-jie-gou 叶状结构
ye-zhuang-liao 叶状廖
yi-ban-dai-shu 一般代数
yi-ban-dan-zhi-hua-ding-li 一般单值化定理
yi-ban-di-gui-guan-xi 一般递归关系
yi-ban-di-gui-han-shu 一般递归函数
yi-ban-di-gui-wei-ci 一般递归谓词
yi-ban-di-li-ke-lei-ji-shu 一般狄利克雷级数
yi-ban-dian 一般点
yi-ban-die-dai-fa 一般迭代法
yi-ban-duo-xiang-shi 一般多项式
yi-ban-fang-cheng 一般方程
yi-ban-fen-pei-lv 一般分配律
yi-ban-hua 一般化
yi-ban-ji-he-lun 一般集合论
yi-ban-jie-he-lv 一般结合律
yi-ban-kai-lai-dai-shu 一般凯莱代数
yi-ban-la-pu-la-si-bian-huan 一般拉普拉斯变换
yi-ban-ling-dian 一般零点
yi-ban-ming-ti 一般命题
yi-ban-she-ying-xian-xing-qun 一般射影线性群
yi-ban-tuo-pu-xue 一般拓扑学
yi-ban-wei-zhi 一般位置
yi-ban-xian-xing-qun 一般线性群
yi-ban-xuan-lun-xian 一般旋轮线
yi-ban-yin-zi 一般因子
yi-ban-you-xiao-xing 一般有效性
yi-bu-ji-suan-ji 异步计算机
yi-ce-du-shou-lian 依测度收敛
yi-chang-zhi 异常值
yi-chu 溢出
yi-chu-gai-lv 溢出概率
yi-chuan-ji 遗传集
yi-chuan-ke-shu-ji 遗传可数集
yi-chuan-lei 遗传类
yi-chuan-ma 遗传码
yi-chuan-xin-xi 遗传信息
yi-chuan-xing 遗传性
yi-chuan-xing-zhi 遗传性质
yi-ci-chou-jian 一次抽检
yi-ci-dui-chen-zhou 一次对称轴
yi-ci-er-xiang-shi 一次二项式
yi-ci-gen-shi 异次根式
yi-ci-han-shu 一次函数
yi-ci-tong-yu-fang-cheng 一次同余方程
yi-da 一打
yi-dai-er 伊代尔
yi-dai-er-lei-qun 伊代尔类群
yi-dai-er-qun 伊代尔群
yi-dian-bing 一点并
yi-dian-jin-hua 一点紧化
yi-dong 移动
yi-dong-bi 移动臂
yi-dong-mu-biao-sou-suo 移动目标搜索
yi-dong-ping-jun 移动平均
yi-dong-ping-jun-fa 移动平均法
yi-dong-ping-jun-shu-fa 移动平均数法
yi-dong-ping-jun-zhi 移动平均值
yi-dui-duo-dui-ying 一对多对应
yi-dui-duo-ying-she 一对多映射
yi-fan-shu-shou-lian 依范数收敛
yi-fang-cha-xing 异方差性
yi-fen-bu-shou-lian 依分布收敛
yi-gai-lv 以概率
yi-gai-lv-shou-lian 依概率收敛
yi-ji-dan-yuan 一级单元
yi-jie-bi-yao-tiao-jian 一阶必要条件
yi-jie-bian-fen 一阶变分
yi-jie-cha-fen 一阶差分
yi-jie-chun-wei-ci-yan-suan 一阶纯谓词演算
yi-jie-dao-shu 一阶导数
yi-jie-ji-dian 一阶极点
yi-jie-li-lun 一阶理论
yi-jie-ling-dian 一阶零点
yi-jie-luo-ji 一阶逻辑
yi-jie-pian-wei-fen-fang-cheng 一阶偏微分方程
yi-jie-xian-xing-wei-fen-fang-cheng 一阶线性微分方程
yi-jie-xiao-lv 一阶效率
yi-lai 依赖
yi-lai-jiao-mian 依赖角面
yi-lai-yu 依赖域
yi-ling-gen 诣零根
yi-ling-huan 诣零环
yi-ling-li-xiang 诣零理想
yi-liu 溢流
yi-ma 译码
yi-ma-qi 译码器
yi-ma-shi-yan 译码时延
yi-ma-wang-luo 译码网络
yi-mian-zhi-xian 异面直线
yi-pi 一批
yi-su-dian 异宿点
yi-teng-gong-shi 伊藤公式
yi-teng-guo-cheng 伊藤过程
yi-teng-ji-fen 伊藤积分
yi-wei 移位
yi-wei-bian-zhi-wen-ti 一维边值问题
yi-wei-ji-cun-qi 移位寄存器
yi-wei-kong-jian 一维空间
yi-wei-qun 一维群
yi-wei-sou-suo 一维搜索
yi-wei-suan-zi 移位算子
yi-wei-wei-fen-fang-cheng 一维微分方程
yi-xiang 移项
yi-xin-mo-xing 伊辛模型
yi-yi-biao-shi 一一表示
yi-yi-dui-ying 一一对应
yi-yi-guan-xi 一一关系
yi-yi-ke-gui-yue-xing 一一可归约性
yi-yi-ping-tan-huan 一一平坦环
yi-yi-xu-lie 一一序列
yi-yi-ying-she 一一映射
yi-yuan-duo-xiang-shi 一元多项式
yi-yuan-duo-xiang-wu 一元多项武
yi-yuan-er-ci-bu-deng-shi 一元二次不等式
yi-yuan-er-ci-fang-cheng 一元二次方程
yi-yuan-guan-xi 一元关系
yi-yuan-han-shu 一元函数
yi-yuan-wei-ci-yan-suan 一元谓词演算
yi-yuan-xian-xing-hui-gui 一元线性回归
yi-yuan-yi-ci-bu-deng-shi 一元一次不等式
yi-yuan-yi-ci-bu-deng-shi-zu 一元一次不等式组
yi-yuan-yi-ci-fang-cheng 一元一次方程
yi-yuan-yun-suan 一元运算
yi-yuan-yun-suan-fu-hao 一元运算符号
yi-zhi-bi-jin 一致逼近
yi-zhi-bu-bian-liang 一致不变量
yi-zhi-deng-jia-du-liang 一致等价度量
yi-zhi-deng-jia-kong-jian 一致等价空间
yi-zhi-fen-bu 一致分布
yi-zhi-fu-gai 一致覆盖
yi-zhi-ji-xian 一致极限
yi-zhi-jian-jin-ke-lue-tiao-jian 一致渐近可略条件
yi-zhi-jie-gou 一致结构
yi-zhi-ju-bu-jin-kong-jian 一致局部紧空间
yi-zhi-jue-dui-lian-xu 一致绝对连续
yi-zhi-kai-ying-she 一致开映射
yi-zhi-ke-ji-han-shu-zu 一致可积函数族
yi-zhi-ke-ji-yang 一致可积鞅
yi-zhi-kong-jian 一致空间
yi-zhi-lian-xu 一致连续
yi-zhi-lian-xu-xing 一致连续性
yi-zhi-lian-xu-ying-she 一致连续映射
yi-zhi-pao-wu-xing 一致抛物性
yi-zhi-qiang-tuo-yuan-suan-zi 一致强椭圆算子
yi-zhi-qiang-xiang-he-gu-ji 一致强相合估计
yi-zhi-shou-lian 一致收敛
yi-zhi-shou-lian-dian 一致收敛点
yi-zhi-shou-lian-han-shu-xu-lie 一致收敛函数序列
yi-zhi-shou-lian-heng-zuo-biao 一致收敛横坐标
yi-zhi-shou-lian-jian-yan 一致收敛检验
yi-zhi-shou-lian-tuo-pu 一致收敛拓扑
yi-zhi-shou-lian-xing 一致收敛性
yi-zhi-shu 已知数
yi-zhi-shuang-qu-xing 一致双曲性
yi-zhi-tong-deng-lian-xu-xing 一致同等连续性
yi-zhi-tong-gou 一致同构
yi-zhi-tong-pei 一致同胚
yi-zhi-tu 一致凸
yi-zhi-tu-kong-jian 一致凸空间
yi-zhi-tuo-pu 一致拓扑
yi-zhi-tuo-yuan-suan-zi 一致椭圆算子
yi-zhi-tuo-yuan-xing 一致椭圆性
yi-zhi-wen-ding-xing 一致稳定性
yi-zhi-wu-cha 一致误差
yi-zhi-xing 一致性
yi-zhi-you-jie-han-shu-xu-lie 一致有界函数序列
yi-zhi-you-jie-ji 一致有界集
yi-zhi-you-jie-ji-shu 一致有界级数
yi-zhi-you-jie-xing-ding-li 一致有界性定理
yi-zhi-you-jie-yuan-li 一致有界原理
yi-zhi-zui-da-gong-xiao-jian-yan 一致最大功效检验
yi-zhong-kong-jian 异种空间
yin-bian-liang 因变量
yin-ding-yi 隐定义
yin-ge-shi 隐格式
yin-guo-guan-xi 因果关系
yin-guo-lv 因果律
yin-han-shu 隐函数
yin-han-shu-ding-li 隐函数定理
yin-han-shu-wei-fen-fa 隐函数微分法
yin-li 引力
yin-li 引理
yin-li-chang 引力场
yin-li-chang-shu 引力常数
yin-mei-ju-fa 隐枚举法
yin-ru-kuo-hu-nei 引入括弧内
yin-shi 因式
yin-shi-cha-fen-fa 隐式差分法
yin-shi-cha-fen-fang-cheng 隐式差分方程
yin-shi-cha-fen-ge-shi 隐式差分格式
yin-shi-ding-li 因式定理
yin-shi-fen-jie 因式分解
yin-shi-fen-jie-ding-li 因式分解定理
yin-shi-fen-jie-fa 因式分解法
yin-shi-ou-la-fa 隐式欧拉法
yin-shi-wei-fen-fang-cheng 隐式微分方程
yin-shi-yue-shu 隐式约束
yin-shu 因数
yin-shu-fen-jie 因数分解
yin-su 因素
yin-su-yin-zi 因素因子
yin-wei-fen-fa 隐微分法
yin-zhou-qi-mo-xing 隐周期模型
yin-zi 因子
yin-zi-de-fen 因子得分
yin-zi-ding-li 因子定理
yin-zi-fen-jie 因子分解
yin-zi-fen-jie-ding-li 因子分解定理
yin-zi-fen-jie-fang-fa 因子分解方法
yin-zi-fen-xi 因子分析
yin-zi-ju-zhen 因子矩阵
yin-zi-ke-fen-jie-xing 因子可分解性
yin-zi-mo-xing 因子模型
yin-zi-qun-lie 因子群列
yin-zi-she-ji 因子设计
yin-zi-tong-yu 因子同余
yin-zi-zai-he 因子载荷
yin-zi-zu 因子组
yin-zi-zu-he 因子组合
ying-bian 应变
ying-bian-liang 应变量
ying-bian-shu 应变数
ying-bian-zhang-liang 应变张量
ying-cun 英寸
ying-feng-cha-fen 迎风差分
ying-feng-ge-shi 迎风格式
ying-jiao 迎角
ying-jue-ce 硬决策
ying-li 应力
ying-li-tuo-qiu 应力椭球
ying-li-zhang-liang 应力张量
ying-li-zhou 应力轴
ying-lian-meng 赢联盟
ying-pan-jue 硬判决
ying-ru 映入
ying-she 映射
ying-she-bian-huan 映射变换
ying-she-dao-lu-kong-jian 映射道路空间
ying-she-ding-li 映射定理
ying-she-du 映射度
ying-she-fan-shu 映射范数
ying-she-han-shu 映射函数
ying-she-kong-jian 映射空间
ying-she-zhu 映射柱
ying-she-zhui 映射锥
ying-si 英斯
ying-xiang 影响
ying-xiang-han-shu 影响函数
ying-yong 应用
ying-yong-li-xue 应用力学
ying-yong-shu-xue 应用数学
yong-fang-feng-xian 用方风险
yong-hu-feng-xian 用户风险
yong-jiu 永久
yong-jiu-shou-lian-ji-shu 永久收敛级数
yong-nian-xiang 永年项
yong-tian-huan 永田环
you-a-ting-huan 右阿廷环
you-ban-ping-mian 右半平面
you-ban-sui 右伴随
you-ban-sui-han-zi 右伴随函子
you-ban-xian-xing-ying-she 右半线性映射
you-ban-yi-chuan-huan 右半遗传环
you-bang-xi-fen-jie 右傍系分解
you-bang-xi-kong-jian 右傍系空间
you-ben-zhen-liang 右本镇量
you-bi-qu-jian 右闭区间
you-bi-yang 右闭鞅
you-bian 右边
you-bian-huan 酉变换
you-biao 游标
you-biao-hao-tu 有标号图
you-biao-shi 酉表示
you-bu-bian-ce-du 右不变测度
you-bu-bian-ha-er-ce-du 右不变哈尔测度
you-bu-bian-liang 酉不变量
you-bu-bian-xing 右不变性
you-bu-ge 有补格
you-ce-lue 优策略
you-ceng 优层
you-cheng 又称
you-cheng 游程
you-cheng-bian-ma 游程编码
you-cheng-fa 右乘法
you-cheng-huan 右乘环
you-cheng-jian-yan 游程检验
you-cheng-shu 游程数
you-chu 右除
you-dai-biao-xi 右代表系
you-dan-wei-yuan 右单位元
you-dan-zhai 右单翟
you-dang-dian 游荡点
you-dang-ji 游荡集
you-dao 诱导
you-dao-biao-shi 诱导表示
you-dao-chu-han-zi 右导出函子
you-dao-cong 诱导丛
you-dao-ding-xiang 诱导定向
you-dao-fu-die-kong-jian 诱导覆叠空间
you-dao-gong-shi 诱导公式
you-dao-mo 诱导模
you-dao-shu 右导数
you-dao-te-zheng 诱导特征
you-dao-tong-tai 诱导同态
you-dao-tuo-pu 诱导拓扑
you-dao-xian-wei-cong 诱导纤维丛
you-dao-zi-tu 诱导子图
you-deng-fang 尤登方
you-deng-jia-biao-shi 酉等价表示
you-deng-jia-suan-zi 酉等价算子
you-deng-jia-zhen 右等价阵
you-dian-fu-xing 有点复形
you-dian-ji 有点集
you-dian-xuan-liang 有点旋量
you-duan-can-shu-wen-ti 右端参数问题
you-duan-dian 右端点
you-fang-ban-kai-qu-jian 右方半开区间
you-fang-dao-shu 右方导数
you-fen-jie 右分解
you-fen-mu 右分母
you-fen-pei-xing 右分配性
you-fen-shi-huan 右分式环
you-fu-zu-he 有复组合
you-gen-shu 有根树
you-gen-tu 有根图
you-han-shu-ping-yi 右函数平移
you-hu 优弧
you-hua-ji-shu 优化级数
you-hua-she-ji 优化设计
you-hua-xu 优化序
you-hua-xu-lie 优化序列
you-huan 优环
you-huan-wei-zi 右换位子
you-ji-ben-jie 右基本解
you-ji-he 酉几何
you-ji-xian 右极限
you-jiao-cuo-huan 右交错环
you-jie 有界
you-jie-bi-ji 有界闭集
you-jie-bian-cha-han-shu 有界变差函数
you-jie-bian-cha-qi-yi-han-shu 有界变差奇异函数
you-jie-bian-fen 有界变分
you-jie-bian-liang-fa 有界变量法
you-jie-biao-shi-xing 有界表示型
you-jie-cun-zai-liang-ci 有界存在量词
you-jie-dian-xu-lie 有界点序列
you-jie-gu-ji-fang-fa 有界估计方法
you-jie-han-shu 有界函数
you-jie-ji 有界集
you-jie-ji-he 有界集合
you-jie-jin-si-fa 有界近似法
you-jie-ju-zhen 有界矩阵
you-jie-kong-jian 有界空间
you-jie-lian 有界链
you-jie-liang-ci 有界量词
you-jie-liang-ci-xian-zhi 有界量词限制
you-jie-ping-jun-zhen-dong-han-shu 有界平均振动函数
you-jie-shou-lian-ji-shu 有界收敛级数
you-jie-shou-lian-tuo-pu 有界收敛拓扑
you-jie-suan-zi 有界算子
you-jie-wan-quan-fen-bu-zu 有界完全分布族
you-jie-wan-quan-tong-ji-liang 有界完全统计量
you-jie-xi-han-shu 右解析函数
you-jie-xian-xing-fan-han 有界线性泛函
you-jie-xian-xing-suan-zi 有界线性算子
you-jie-xing 有界性
you-jie-xing-dui-ou 有界型对偶
you-jie-xing-ji 有界型集
you-jie-xing-kong-jian 有界型空间
you-jie-xing-tuo-pu-xue 有界型拓扑学
you-jie-xing-xing 有界型性
you-jie-xu-lie 有界序列
you-jie-yu 有界域
you-jie-zhi-liang 有界滞量
you-jie-zui-xiao-hua 有界最小化
you-jin-lian-fen-shu 有尽连分数
you-jin-xiao-shu 有尽小数
you-ju-zhen 酉矩阵
you-ju-zhen 友矩阵
you-ke-gong-du-yuan-su 右可公度元素
you-ke-ni-yuan 右可逆元
you-ke-wei-xing 右可微性
you-kong-jian 酉空间
you-kong-jian 囿空间
you-kong-yuan-pan 有孔圆盘
you-li-bi-jin 有理逼近
you-li-biao-shi 有理表示
you-li-biao-zhun-xing 有理标准形
you-li-bu-bian-shi 有理不变式
you-li-cha-zhi 有理插值
you-li-cu 有理簇
you-li-deng-jia 有理等价
you-li-dian 有理点
you-li-dian-fan-xing 有理典范形
you-li-dian-qun 有理点群
you-li-fen-shi 有理分式
you-li-fen-shi-han-shu 有理分式函数
you-li-fen-shi-yu 有理分式域
you-li-fen-shi-zhan-kai 有理分式展开
you-li-gen 有理根
you-li-han-shu 有理函数
you-li-han-shu-yu 有理函数域
you-li-hua 有理化
